-15.564491,-56.033486
-15.552972,-56.082095
-15.554581,-56.026320
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.549141,-56.034676
-15.608358,-56.112682
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.604164,-56.109807
-15.585166,-56.110886
-15.601411,-56.097892
-15.566451,-56.038106
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.576889,-56.114499
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.554681,-56.047689
-15.582315,-56.031449
-15.576205,-56.030112
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.613030,-56.107507
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.553270,-56.082710
-15.601411,-56.097892
-15.587845,-56.051222
-15.601411,-56.097892
-15.601411,-56.097892
-15.554681,-56.047689
-15.610124,-56.130812
-15.567639,-56.054150
-15.623180,-56.079479
-15.587280,-56.051136
-15.545945,-56.034015
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.587106,-56.089888
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.557236,-56.052562
-15.560906,-56.015250
-15.602689,-56.114180
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.603583,-56.102063
-15.554681,-56.047689
-15.665821,-56.140149
-15.601411,-56.097892
-15.610331,-56.123743
-15.601411,-56.097892
-15.587852,-56.048514
-15.574404,-56.066777
-15.618215,-56.026411
-22.738432,-47.379504
-15.565437,-56.015492
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.609834,-56.103030
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-23.319340,-46.217689
-15.601411,-56.097892
-15.601411,-56.097892
-15.618547,-56.086686
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.604306,-56.117780
-15.601411,-56.097892
-15.584666,-56.092251
-15.624220,-56.050644
-15.592458,-56.091663
-15.575016,-56.032712
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-7.471125,-38.934917
-15.601411,-56.097892
-15.601411,-56.097892
-15.582258,-56.031283
-15.551978,-56.041685
-15.574671,-56.031234
-15.596171,-56.074677
-15.560920,-56.053491
-15.604122,-56.111894
-15.598087,-56.064338
-15.601411,-56.097892
-15.601411,-56.097892
-15.645732,-56.018389
-15.601411,-56.097892
-17.775155,-50.925415
-15.577845,-56.030400
-15.560295,-56.014741
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.567248,-56.051672
-15.575235,-56.032561
-15.601411,-56.097892
-15.585411,-56.032221
35.104828,-106.555976
-15.536801,-56.073067
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.537537,-56.073667
-15.601411,-56.097892
-15.592759,-56.099810
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.553429,-56.083325
-15.601411,-56.097892
-15.601411,-56.097892
-15.564205,-56.037627
-15.601411,-56.097892
-15.558266,-56.042084
-7.471125,-38.934917
-15.601411,-56.097892
