-15.615761,-56.000054
-15.594293,-56.080337
-15.605866,-56.085161
-15.601411,-56.097892
-15.569809,-56.091478
-15.606717,-55.994089
-15.554716,-56.035343
-15.644960,-56.066797
-15.558800,-56.057034
-15.593256,-56.105738
-15.601433,-56.132421
-15.575533,-56.039612
-15.601411,-56.097892
-15.639910,-56.024831
-15.601411,-56.097892
-15.605081,-56.086020
-15.613202,-56.090743
-15.578096,-56.039635
-15.641666,-55.976191
-15.572677,-56.064410
-15.601411,-56.097892
-15.595809,-56.093436
-15.561251,-56.049666
-15.591603,-56.065669
-15.569956,-56.085631
-15.613715,-56.085120
-15.588665,-56.076620
-15.583607,-56.035958
-15.640522,-56.013136
-15.589207,-56.126009
-15.601411,-56.097892
-15.621175,-56.130781
-15.581242,-56.049476
-15.558817,-56.057060
-15.613616,-56.095174
-15.581242,-56.049476
-15.600081,-56.115422
-15.610008,-56.117001
-15.653714,-55.983022
-15.575795,-56.044590
-15.553653,-56.054366
-15.545651,-56.065237
-15.587975,-56.078094
-15.598884,-56.083717
-15.582895,-56.118605
-15.601411,-56.097892
-15.609652,-55.995521
-15.648226,-56.136495
-15.621624,-56.090033
-15.648913,-56.051817
-15.601411,-56.097892
-15.619826,-55.991256
-15.632626,-56.010335
-15.622703,-56.083128
-15.599790,-56.090320
-15.623281,-56.076763
-15.619826,-55.991256
-15.576204,-56.024757
-15.640550,-55.977490
-15.638355,-56.058232
-15.601411,-56.097892
-15.618982,-55.990433
-15.618471,-56.119288
-15.639906,-56.024849
-15.601411,-56.097892
-15.601411,-56.097892
-15.594052,-56.121836
-15.547739,-56.053497
-15.615005,-56.087503
-15.614240,-56.034044
-15.584860,-56.056785
-15.601411,-56.097892
-15.584797,-56.045976
-15.595792,-56.081875
-15.567078,-56.046104
-15.578950,-56.037461
-15.539227,-56.042768
-15.619826,-55.991256
-15.583853,-56.039211
-15.582118,-56.040935
-15.601411,-56.097892
-15.544623,-56.032631
-15.601411,-56.097892
-15.574293,-56.045107
-15.568439,-56.022523
-15.583375,-56.038446
-15.553201,-56.051526
-15.629047,-56.054613
-15.635966,-55.954863
-15.591376,-56.071884
-15.648944,-56.052092
-15.650821,-55.980155
-15.581242,-56.049476
-15.585270,-56.101472
-15.605081,-56.086020
-15.603366,-56.105574
-15.569580,-56.094615
-15.581242,-56.049476
-15.640075,-55.976782
-15.595631,-56.075476
-15.601411,-56.097892
-15.586648,-56.059841
-15.587975,-56.078094
-15.586887,-56.078724
-15.584020,-56.083299
-15.558061,-56.051431
-15.587582,-56.088593
-15.615517,-56.003620
-15.639692,-56.029052
-15.601411,-56.097892
-15.562300,-56.038235
-12.483095,-49.131048
-15.601411,-56.097892
-15.581242,-56.049476
-15.570305,-56.065404
-15.598100,-56.084530
-15.648073,-56.046724
-15.658075,-56.063053
-15.647615,-56.051339
-15.641615,-56.067019
-15.574574,-56.042513
-15.598533,-56.130106
-15.562360,-56.029427
-15.619826,-55.991256
-15.587029,-56.085037
-15.669344,-56.043201
-15.601411,-56.097892
-15.601411,-56.097892
-15.646780,-56.038798
-15.544558,-56.069809
-15.600086,-56.136486
-15.648452,-56.032424
-15.559862,-56.033132
-15.586096,-56.089374
-15.620597,-56.073596
-15.573741,-56.082988
-15.623407,-56.079967
-15.594335,-56.113073
-15.610138,-56.108570
-15.601411,-56.097892
-15.601411,-56.097892
-15.584356,-56.091544
-15.619826,-55.991256
-15.613103,-56.007504
-15.619826,-55.991256
-15.613993,-55.993731
-15.598472,-56.110773
-15.598218,-56.072540
-15.596188,-56.071857
-15.599802,-56.132637
-15.581242,-56.049476
-15.601411,-56.097892
-15.601411,-56.097892
-15.601411,-56.097892
-15.624761,-56.061523
-15.554659,-56.039861
-15.625879,-56.076731
-15.566464,-56.125632
-15.640900,-56.039149
-15.574497,-56.091711
-15.585451,-56.097609
-15.598860,-56.134652
-15.601411,-56.097892
-15.601411,-56.097892
-15.601066,-56.067713
-15.620171,-56.091659
-15.601411,-56.097892
-15.576541,-56.085591
-15.605572,-56.054794
-15.662370,-56.059735
-15.616885,-56.133398
-15.619826,-55.991256
-15.619826,-55.991256
-15.575238,-56.027287
-15.659041,-56.145550
-15.597630,-56.083652
-15.588730,-56.054962
-15.586837,-56.078778
-15.546800,-56.052731
-15.644939,-56.033397
-23.195355,-47.286784
-15.570512,-56.061069
-15.614795,-55.991065
-15.615919,-56.086603
-15.578136,-56.030050
-15.622854,-56.085840
-15.601411,-56.097892
-15.601411,-56.097892
-15.603188,-56.135656
-15.625217,-56.080049
-15.584669,-56.046087
-15.581242,-56.049476
-15.648058,-56.051343
-15.601411,-56.097892
-15.645952,-56.025469
-15.613207,-55.993538
-15.601411,-56.097892
-15.601411,-56.097892
-15.604771,-56.109468
-15.601411,-56.097892
-15.632318,-56.017920
-15.644035,-56.000028
-15.589189,-56.090404
-15.616358,-56.094384
-15.616063,-56.128819
-15.612065,-56.089251
-15.598697,-56.073261
-15.570589,-56.036093
-15.641379,-55.984157
-15.625569,-56.064759
-15.587548,-56.083652
-15.601411,-56.097892
-15.547409,-56.043258
-15.648583,-56.028290
-15.613993,-55.993731
-15.580837,-56.081287
-15.635757,-56.050399
-15.601053,-56.133292
-15.647968,-56.046847
-15.601411,-56.097892
-15.566935,-56.043557
-15.619826,-55.991256
-16.441801,-54.649578
-15.619826,-55.991256
-15.547941,-56.034968
-15.609682,-56.107856
-15.544907,-56.068803
-15.587181,-56.085919
-15.601411,-56.097892
-15.615555,-55.996710
-15.639906,-56.024849
-15.614246,-56.088216
-15.601411,-56.097892
-15.572390,-56.033826
-15.643646,-56.015018
-15.617197,-56.126385
-15.601411,-56.097892
-15.659559,-56.049534
-15.570796,-56.047447
-15.583899,-56.030678
-15.582497,-56.118115
-15.594584,-56.087362
-15.658449,-55.992359
-15.661488,-56.156597
-15.547055,-56.052104
-15.565051,-56.117750
-15.601411,-56.097892
-15.635984,-56.158760
-15.581242,-56.049476
-15.610646,-56.031532
-15.589489,-56.075512
-15.601411,-56.097892
-15.577881,-56.030515
-15.612614,-56.124000
-15.582878,-56.040220
-15.619826,-55.991256
-15.601411,-56.097892
-15.612327,-56.129567
44.526918,10.867887
-15.640695,-56.046278
-15.619826,-55.991256
-15.582497,-56.118115
-15.614855,-55.998509
-15.582904,-56.038197
-15.602445,-56.136933
-15.660144,-56.005188
-15.615138,-56.130951
-15.646540,-55.979874
-15.543912,-56.061382
-15.601411,-56.097892
-15.588330,-56.063982
-15.601411,-56.097892
-15.658987,-55.981227
-15.636180,-56.011126
-15.565185,-56.032186
-15.577402,-56.026616
-15.581242,-56.049476
-15.560865,-56.034104
-15.606572,-56.111995
-15.601411,-56.097892
-23.447790,-46.277212
-15.601411,-56.097892
-15.618210,-56.091827
-15.581242,-56.049476
-15.622326,-56.080915
-15.601411,-56.097892
-15.617288,-56.081507
-15.606127,-56.093931
-15.658987,-55.981227
-15.601411,-56.097892
-15.614300,-56.005699
-15.575616,-56.039886
-15.624477,-56.076379
-15.579151,-56.030494
-15.599374,-56.136870
-15.590927,-56.114595
-15.586112,-56.029914
-15.568936,-56.027385
-15.583680,-56.029321
-15.621239,-56.091704
-15.612847,-55.988917
-15.601411,-56.097892
-15.624231,-55.986822
-15.619826,-55.991256
-15.579139,-56.044206
-15.596529,-56.085556
-15.619826,-55.991256
-15.601411,-56.097892
-15.641108,-55.971384
-15.581375,-56.081837
-15.586405,-56.059450
-15.644985,-56.067629
-15.599671,-56.132277
-15.637761,-56.009424
-15.587388,-56.063307
-15.601411,-56.097892
-15.641136,-55.970290
-15.601411,-56.097892
-15.603404,-56.073355
-15.620131,-55.991520
-15.609763,-56.058850
-15.601411,-56.097892
-15.589779,-56.099188
-15.643950,-56.013676
-15.565364,-56.032612
-15.561215,-56.080321
-15.638948,-55.998136
-15.611657,-56.084660
-15.658987,-55.981227
-15.553127,-56.031117
-15.567006,-56.033209
-15.549648,-56.051024
-15.582225,-56.092595
-15.575531,-56.030997
